"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"47552",16,9,8,6,0.0769230769230769,0.5625,2,2,4,4,1,1,4,4,0,0
"47553",7,7,3,3,0.5,1,1,1,2,2,0,0,2,2,0,1
"47554",21,10,12,7,0.266666666666667,0.476190476190476,3,1,8,4,2,1,8,4,0,0.333333333333333
"47555",10,18,5,7,0.2,0.555555555555556,3,6,2,3,2,3,2,3,0,0.25
"47556",20,16,9,9,0.285714285714286,0.8,3,1,9,7,1,0,8,7,0,0.25
"47557",14,16,10,10,0.176470588235294,0.875,1,3,6,5,1,2,5,5,0.5,0.111111111111111
"47558",14,23,7,14,0.3125,0.608695652173913,1,1,5,8,0,0,5,7,0,0.333333333333333
"47559",10,6,3,2,0.666666666666667,0.6,4,2,1,1,2,1,1,1,0.5,1
"47560",21,48,10,28,0.0857142857142857,0.4375,5,10,6,16,3,7,5,16,0,0.105263157894737
"47561",11,15,5,6,0.1,0.733333333333333,1,6,5,2,0,3,4,2,0,0.2
"47562",7,6,4,3,0.4,0.857142857142857,2,1,2,3,1,0,2,2,0,0.333333333333333
"47563",9,8,5,4,0.285714285714286,0.888888888888889,2,2,2,2,1,1,2,2,0,0.333333333333333
"47564",10,10,6,6,0.5,1,1,2,3,5,1,1,3,4,1,0.75
"47565",8,10,5,6,0.222222222222222,0.8,2,3,1,4,2,2,1,3,0.333333333333333,0.333333333333333
"47566",11,7,5,3,0.333333333333333,0.636363636363636,1,1,5,2,1,1,4,1,0,0.25
"47567",10,14,5,6,0.1,0.714285714285714,2,5,2,3,2,3,2,2,0,0
"47568",4,6,2,3,0.666666666666667,0.666666666666667,1,2,1,1,0,1,1,1,0,1
"47569",12,11,5,5,0.25,0.916666666666667,3,3,2,2,3,2,2,2,0.666666666666667,0
"47570",10,21,7,11,0.5,0.476190476190476,1,3,4,7,1,2,3,6,0.5,0.5
"47571",22,10,8,3,0.375,0.454545454545455,2,1,8,3,0,0,8,3,0,0.375
"47572",8,9,3,5,0.333333333333333,0.888888888888889,2,2,1,2,1,1,1,2,0,0.5
"47573",7,7,3,4,0.4,1,2,2,3,2,1,1,2,1,1,0.5
"47574",9,24,4,11,0.153846153846154,0.375,1,4,5,7,0,2,4,6,0,0.25
"47575",7,9,3,4,0.75,0.777777777777778,2,3,2,2,1,2,2,2,0.5,1
"47576",8,11,5,5,0.666666666666667,0.727272727272727,1,1,2,3,0,0,2,3,0,0.666666666666667
"47577",20,17,11,8,0.357142857142857,0.85,4,4,5,5,2,1,5,4,0.5,0.5
"47578",12,11,7,6,0.857142857142857,0.916666666666667,2,2,6,5,1,1,5,4,1,0.8
"47579",15,14,7,6,0.857142857142857,0.933333333333333,4,4,2,2,2,2,2,2,1,1
"47580",3,4,2,2,1,0.75,1,1,2,2,0,0,2,2,0,1
"47581",11,14,6,7,0.444444444444444,0.785714285714286,3,3,3,3,2,2,3,3,0.333333333333333,1
"47582",18,12,7,5,0.5,0.666666666666667,2,1,5,4,1,0,5,4,0,0.5
"47583",10,11,6,6,0.714285714285714,0.909090909090909,2,2,3,4,1,1,3,3,1,0.5
"47584",6,14,4,7,0.375,0.428571428571429,2,2,4,6,1,1,3,6,1,0.285714285714286
"47585",6,10,5,5,0,0.6,1,1,4,6,1,0,3,5,0,0
"47586",9,13,5,5,0.428571428571429,0.692307692307692,1,2,3,3,1,1,2,2,1,1
"47587",14,19,6,10,0.0666666666666667,0.736842105263158,2,3,2,4,1,2,2,4,0,0
"47588",11,6,8,5,0.3,0.545454545454545,5,2,2,2,4,1,2,2,0.25,0.333333333333333
"47589",13,6,8,6,0.4,0.461538461538462,2,1,6,5,1,1,6,4,0,0.428571428571429
"47590",12,14,6,6,0.5,0.857142857142857,4,5,3,2,3,4,3,2,0.4,0.666666666666667
"47591",9,11,6,6,0.0909090909090909,0.818181818181818,2,2,3,3,1,1,2,2,0,0
"47592",10,11,6,5,0,0.909090909090909,2,2,3,3,2,1,2,3,0,0
"47593",13,13,7,7,0.555555555555556,1,4,3,3,4,3,2,2,3,0.666666666666667,0.666666666666667
"47594",18,16,10,6,0.333333333333333,0.888888888888889,3,4,6,5,3,1,5,4,0.333333333333333,0.5
"47595",11,14,7,8,0.25,0.785714285714286,1,3,6,3,0,2,5,3,0,0.333333333333333
"47596",5,6,3,4,0.4,0.833333333333333,1,1,4,2,0,0,3,2,0,0.666666666666667
"47597",5,6,2,3,0.666666666666667,0.833333333333333,1,1,3,3,0,0,2,2,0,1
"47598",10,12,5,6,0.1,0.833333333333333,2,3,4,5,1,1,4,5,0,0.125
"47599",7,5,2,2,1,0.714285714285714,1,1,3,3,0,0,2,2,0,1
"47600",3,4,1,1,0,0.75,1,1,2,1,0,0,1,1,0,0
"47601",8,12,4,6,0.111111111111111,0.666666666666667,1,2,4,5,0,1,3,5,0,0.142857142857143
"47602",13,8,8,4,0.2,0.615384615384615,3,1,6,2,1,1,6,2,0,0.333333333333333
"47603",15,8,7,3,0.25,0.533333333333333,2,3,4,2,1,1,3,1,1,0.333333333333333
"47604",19,20,4,8,0.333333333333333,0.95,7,10,1,2,2,5,1,2,0.166666666666667,0.5
"47605",9,7,5,4,0.8,0.777777777777778,3,3,2,2,2,2,2,1,1,0.5
"47606",10,10,5,6,0.222222222222222,1,2,1,3,3,1,1,3,3,0,0.5
"47607",9,11,6,7,0.3,0.818181818181818,1,3,5,5,0,2,5,5,0,0.428571428571429
"47608",6,5,4,3,0.4,0.833333333333333,3,3,1,1,1,1,1,1,1,0
"47609",12,27,5,13,0,0.444444444444444,2,4,3,5,1,4,3,4,0,0
"47610",9,12,5,3,0,0.75,1,3,2,1,0,2,2,1,0,0
"47611",25,6,9,4,0,0.24,7,1,3,5,4,1,3,4,0,0
"47612",12,11,5,6,0.375,0.916666666666667,2,1,3,4,0,0,2,3,0,0.666666666666667
"47613",13,13,6,6,0.5,1,3,3,1,1,3,3,1,1,0.2,1
"47614",10,12,5,4,0.285714285714286,0.833333333333333,1,1,4,4,0,0,3,3,0,0.5
"47615",9,7,5,3,0.6,0.777777777777778,1,1,3,1,0,0,3,1,0,0.333333333333333
"47616",7,7,3,3,1,1,2,2,3,3,1,1,2,2,1,1
"47617",8,9,2,4,0.5,0.888888888888889,1,2,1,3,0,0,1,3,0,0.333333333333333
"47618",10,10,5,3,0.6,1,1,3,3,2,0,0,2,1,0,0.5
"47619",7,5,3,2,0.666666666666667,0.714285714285714,1,1,4,2,0,0,3,2,0,0.666666666666667
"47620",10,7,5,4,0.285714285714286,0.7,2,1,3,2,1,1,2,1,0,0.5
"47621",12,29,5,16,0,0.413793103448276,1,8,4,6,0,5,4,6,0,0
"47622",7,7,5,5,0.666666666666667,1,1,1,4,3,1,1,3,2,1,0.666666666666667
"47623",9,8,4,4,1,0.888888888888889,1,1,3,3,1,1,2,2,1,1
"47624",8,9,4,5,0.5,0.888888888888889,1,2,3,4,1,1,2,3,1,0.666666666666667
"47625",8,15,4,8,0.2,0.533333333333333,1,1,3,7,0,0,3,6,0,0.285714285714286
"47626",10,25,6,12,0.2,0.4,2,2,5,8,1,1,4,7,0,0.222222222222222
"47627",6,6,4,4,0.6,1,2,2,2,2,1,1,1,1,1,1
"47628",7,7,4,4,0.6,1,1,2,3,3,0,0,3,3,0,1
"47629",10,16,5,7,0.333333333333333,0.625,1,2,3,5,0,0,3,4,0,0.4
"47630",12,11,7,6,0.857142857142857,0.916666666666667,3,2,5,5,2,1,4,4,0.5,0.6
"47631",14,18,5,8,0.181818181818182,0.777777777777778,4,5,4,4,2,4,3,3,0,0.5
"47632",9,8,5,6,0.222222222222222,0.888888888888889,1,1,3,5,1,1,3,4,0,0.166666666666667
"47633",6,9,4,6,0,0.666666666666667,1,3,5,2,1,2,4,2,0,0
"47634",6,9,3,4,0.75,0.666666666666667,2,1,1,1,1,1,1,1,1,1
"47635",7,9,4,5,0.285714285714286,0.777777777777778,1,1,2,4,0,0,2,3,0,0
"47636",6,7,1,2,0,0.857142857142857,2,2,1,1,1,1,1,1,0,0
"47637",9,24,4,10,0.272727272727273,0.375,1,3,4,8,0,1,3,8,0,0.375
"47638",7,12,5,3,0.142857142857143,0.583333333333333,1,4,4,4,0,0,3,3,0,0.2
"47639",6,6,3,3,0.5,1,2,2,1,1,1,1,1,1,1,1
"47640",10,12,5,5,0.428571428571429,0.833333333333333,1,1,3,4,0,0,2,3,0,0.666666666666667
"47641",11,9,6,5,0.375,0.818181818181818,3,2,5,3,1,1,4,2,0,0.2
"47642",3,3,1,1,0,1,1,1,1,1,0,0,0,1,0,0
"47643",17,9,12,6,0,0.529411764705882,2,2,8,3,1,2,7,2,0,0
"47644",9,22,5,16,0,0.409090909090909,2,2,4,12,1,2,3,11,0,0
"47645",9,9,6,3,0,1,3,5,4,1,1,2,4,1,0,0
"47646",15,12,5,5,0,0.8,4,2,2,4,2,0,2,4,0,0
"47647",15,21,8,9,0,0.714285714285714,3,5,6,3,2,3,5,3,0,0
"47648",8,8,3,4,0.4,1,2,2,3,3,1,1,2,2,1,0.333333333333333
"47649",10,12,2,6,0.142857142857143,0.833333333333333,3,2,1,5,1,1,1,4,1,0
"47650",9,8,4,3,0.4,0.888888888888889,3,2,2,2,2,1,2,2,0.5,0.333333333333333
"47651",9,13,5,7,0.5,0.692307692307692,2,1,4,5,1,1,4,5,0,0.8
"47652",8,3,4,2,0.2,0.375,2,1,2,1,1,0,1,1,0,0
"47653",9,13,4,7,0.1,0.692307692307692,1,2,3,4,0,1,3,3,0,0.2
"47654",7,9,4,4,0.333333333333333,0.777777777777778,2,1,1,3,1,0,1,2,0,0
"47655",6,6,3,3,0.5,1,1,1,2,2,0,0,2,2,0,0.333333333333333
"47656",8,24,6,15,0,0.333333333333333,1,2,5,8,1,1,4,8,0,0
"47657",12,23,7,8,0,0.521739130434783,5,3,3,3,3,1,3,3,0,0
"47658",5,5,2,2,0.333333333333333,1,1,1,1,2,0,0,1,1,0,0
"47659",27,9,15,8,0.0952380952380952,0.333333333333333,6,1,7,5,3,1,6,5,0.333333333333333,0
"47660",6,7,5,5,0.428571428571429,0.857142857142857,1,1,3,3,1,1,2,2,1,0.333333333333333
"47661",8,8,4,4,0.333333333333333,1,2,2,2,3,1,1,2,3,1,0.25
"47662",8,6,4,3,0.75,0.75,2,2,1,1,1,1,1,1,1,1
"47663",16,7,8,4,0.0909090909090909,0.4375,2,1,5,3,1,0,5,2,0,0
"47664",8,8,5,5,0.428571428571429,1,3,2,4,3,2,1,3,3,0.5,0.5
"47665",8,9,4,3,0.4,0.888888888888889,2,1,3,3,1,0,2,2,0,0.333333333333333
"47666",5,13,3,8,0.222222222222222,0.384615384615385,2,2,1,6,1,1,1,6,0,0.166666666666667
"47667",13,8,7,3,0.25,0.615384615384615,2,1,4,3,1,0,4,2,0,0.5
"47668",9,14,4,7,0.1,0.642857142857143,2,3,4,4,1,2,3,4,0,0.166666666666667
"47669",23,34,11,13,0.0434782608695652,0.676470588235294,5,8,6,5,3,5,5,5,0,0.111111111111111
"47670",19,19,9,9,0.8,1,4,4,6,6,2,2,6,6,1,0.714285714285714
"47671",19,11,12,6,0.285714285714286,0.578947368421053,3,1,6,4,2,0,5,4,0,0.125
"47672",10,7,5,3,0.333333333333333,0.7,2,3,3,1,2,2,2,1,1,0
"47673",11,13,6,7,0.625,0.846153846153846,3,4,4,4,1,2,4,4,0.5,0.6
"47674",6,5,2,2,1,0.833333333333333,2,2,1,1,1,1,1,1,1,1
"47675",23,14,11,7,0.2,0.608695652173913,3,3,8,4,2,1,8,4,0,0.5
"47676",14,11,5,4,0.285714285714286,0.785714285714286,2,2,4,3,1,1,3,2,0,0.25
"47677",12,12,6,6,0.714285714285714,1,1,1,5,5,0,0,5,5,0,1
"47678",6,12,3,4,0.166666666666667,0.5,2,2,3,5,0,0,3,4,0,0.166666666666667
"47679",4,4,4,3,0.4,1,1,2,2,2,1,1,2,2,1,0.333333333333333
"47680",4,5,3,2,0.666666666666667,0.8,1,1,2,1,1,1,2,1,1,0.5
"47681",16,18,6,7,0.181818181818182,0.888888888888889,2,5,2,1,1,3,2,1,0,0.5
"47682",6,8,2,4,0.2,0.75,4,1,1,3,2,1,1,2,0.5,0
"47683",9,8,5,5,0.25,0.888888888888889,1,1,2,2,1,0,2,2,0,0
"47684",9,6,4,3,0.166666666666667,0.666666666666667,1,1,3,3,0,1,2,2,0,0.333333333333333
"47685",24,14,14,7,0.05,0.583333333333333,5,3,5,3,4,1,5,3,0,0.142857142857143
"47686",13,25,8,12,0,0.52,1,7,6,3,0,6,6,3,0,0
"47687",8,17,3,8,0,0.470588235294118,1,5,1,2,0,3,1,2,0,0
"47688",27,8,13,5,0,0.296296296296296,3,2,9,2,2,1,8,2,0,0
"47689",4,6,1,1,0,0.666666666666667,1,1,1,1,0,0,1,1,0,0
"47690",24,42,15,17,0.185185185185185,0.571428571428571,6,7,9,10,5,3,8,10,0.142857142857143,0.285714285714286
"47691",9,12,5,5,0.666666666666667,0.75,1,2,3,4,1,1,2,3,1,0.666666666666667
"47692",5,4,3,2,0.666666666666667,0.8,1,1,1,1,0,0,1,1,0,1
"47693",12,22,5,8,0.181818181818182,0.545454545454545,5,8,2,2,3,3,1,2,0.2,0
"47694",14,9,5,4,0.8,0.642857142857143,1,1,4,4,1,1,4,3,1,0.75
"47695",8,9,4,4,0.142857142857143,0.888888888888889,1,1,1,2,0,0,1,2,0,0
"47696",9,10,2,3,0.666666666666667,0.9,3,2,1,1,1,1,1,1,1,1
"47697",15,9,6,4,0.111111111111111,0.6,4,2,6,3,1,2,5,2,0,0.166666666666667
"47698",10,7,5,5,0.111111111111111,0.7,3,2,4,3,2,2,3,2,0,0.25
"47699",13,19,5,8,0,0.684210526315789,2,6,3,3,1,3,2,2,0,0
"47700",7,7,4,3,0.75,1,2,2,2,2,1,1,2,2,1,1
"47701",15,10,9,6,0.25,0.666666666666667,1,1,6,4,0,0,5,4,0,0.285714285714286
"47702",6,10,3,3,1,0.6,3,2,1,1,1,1,1,1,1,1
"47703",12,13,9,9,0,0.923076923076923,3,3,5,6,3,1,5,6,0,0
"47704",7,9,4,4,0.333333333333333,0.777777777777778,1,1,1,2,1,0,1,2,0,0
"47705",8,7,5,3,0.6,0.875,4,3,3,2,2,1,3,2,0.5,0.666666666666667
"47706",7,8,3,3,0.2,0.875,1,1,2,3,0,0,2,2,0,0.333333333333333
"47707",9,7,4,4,0.142857142857143,0.777777777777778,2,1,4,2,1,1,3,2,1,0
"47708",6,10,3,6,0.285714285714286,0.6,1,1,2,5,0,0,2,5,0,0.4
"47709",16,16,6,6,0.714285714285714,1,4,4,4,4,1,1,4,4,1,0.6
"47710",8,20,5,6,0.222222222222222,0.4,1,4,3,4,0,2,3,4,0,0.4
"47711",8,7,2,3,0,0.875,2,1,1,4,0,1,1,3,0,0
"47712",6,6,2,2,0.333333333333333,1,1,1,4,2,0,0,3,1,0,0.333333333333333
"47713",6,5,4,3,0.75,0.833333333333333,2,2,4,3,1,1,3,2,1,0.666666666666667
"47714",3,3,1,1,0,1,1,1,1,1,0,0,0,0,0,0
"47715",16,20,6,9,0.0714285714285714,0.8,4,3,4,6,3,1,3,6,0,0.125
"47716",9,14,5,6,0.222222222222222,0.642857142857143,2,3,2,4,1,1,2,3,0,0.25
"47717",6,8,3,5,0.333333333333333,0.75,2,1,1,1,1,1,1,1,1,1
"47718",15,15,6,6,0.0909090909090909,1,7,6,1,1,4,3,1,1,0.166666666666667,0
"47719",25,10,8,4,0.0909090909090909,0.4,6,2,5,3,1,1,5,2,0,0.166666666666667
"47720",10,7,5,4,0.285714285714286,0.7,3,1,4,4,1,0,4,3,0,0.4
"47721",11,8,6,5,0,0.727272727272727,1,1,5,6,0,0,5,5,0,0
"47722",9,10,5,5,0.428571428571429,0.9,1,1,5,5,0,0,4,4,0,0.6
"47723",14,5,10,4,0,0.357142857142857,2,2,5,3,1,1,5,3,0,0
"47724",11,14,5,7,0.333333333333333,0.785714285714286,3,4,3,2,1,2,3,2,0,0.666666666666667
"47725",10,8,6,5,0.222222222222222,0.8,1,1,5,3,0,0,5,3,0,0.142857142857143
"47726",8,5,4,3,0,0.625,1,2,3,2,0,1,3,2,0,0
"47727",9,8,5,4,0.8,0.888888888888889,1,1,4,3,1,1,3,2,1,0.666666666666667
"47728",8,8,3,3,0.5,1,2,2,1,1,1,1,1,1,1,1
"47729",24,27,12,16,0.0769230769230769,0.888888888888889,6,6,7,5,3,6,7,5,0.125,0.0909090909090909
"47730",6,5,3,3,0.5,0.833333333333333,1,2,2,2,0,1,2,2,0,1
"47731",5,5,2,3,0.666666666666667,1,1,1,2,2,0,0,2,2,0,1
"47732",11,16,7,7,0.166666666666667,0.6875,2,5,3,4,2,3,3,3,0,0.5
"47733",16,19,8,11,0.1875,0.842105263157895,3,2,4,8,2,1,4,8,0,0.333333333333333
"47734",14,13,6,6,0.2,0.928571428571429,1,3,4,2,0,1,4,2,0,0.2
"47735",13,10,6,4,0.428571428571429,0.769230769230769,3,2,2,3,2,2,2,2,1,0.333333333333333
"47736",7,8,3,3,0.2,0.875,2,2,2,2,1,1,2,2,0,0.333333333333333
"47737",9,14,4,6,0.25,0.642857142857143,1,2,5,4,0,1,4,4,0,0.333333333333333
"47738",19,14,10,6,0.230769230769231,0.736842105263158,3,1,9,6,2,0,8,5,0,0.3
"47739",5,9,3,4,0.75,0.555555555555556,1,2,3,4,0,0,2,3,0,0.666666666666667
"47740",15,15,8,8,0.777777777777778,1,3,4,7,5,2,3,6,5,0.666666666666667,0.571428571428571
"47741",4,10,2,3,0.25,0.4,1,2,1,2,0,0,1,2,0,0
"47742",6,9,3,4,0.75,0.666666666666667,2,2,3,3,1,1,2,3,1,0.666666666666667
"47743",8,17,3,7,0,0.470588235294118,2,2,2,5,0,0,1,4,0,0
"47744",8,7,3,3,1,0.875,1,1,2,2,0,0,2,2,0,1
"47745",11,24,9,16,0.19047619047619,0.458333333333333,2,4,5,11,2,3,4,11,0,0.153846153846154
"47746",9,6,4,4,0.6,0.666666666666667,1,2,2,1,0,1,2,1,0,0.5
"47747",13,20,6,10,0.230769230769231,0.65,2,2,4,7,1,1,4,7,0,0.375
"47748",9,8,3,4,0.75,0.888888888888889,4,2,1,1,1,1,1,1,1,1
"47749",12,14,7,8,0.875,0.857142857142857,1,2,3,3,0,1,3,3,0,1
"47750",18,13,7,7,0,0.722222222222222,1,4,4,4,0,2,4,4,0,0
"47751",15,4,9,3,0.2,0.266666666666667,3,2,8,2,2,1,7,2,0,0.285714285714286
"47752",8,5,3,3,0.5,0.625,2,1,1,1,1,1,1,1,1,1
"47753",8,8,4,4,0.6,1,1,1,3,3,0,0,3,3,0,0.5
"47754",6,5,4,4,1,0.833333333333333,1,1,2,1,1,1,1,1,1,1
"47755",18,26,7,15,0.0476190476190476,0.692307692307692,5,7,2,6,3,3,2,5,0,0
"47756",7,4,3,3,0,0.571428571428571,2,2,3,1,1,1,2,1,0,0
"47757",3,3,2,2,0.333333333333333,1,1,1,1,1,0,0,1,1,0,0
"47758",8,6,4,3,0,0.75,1,1,2,2,0,0,2,2,0,0
"47759",6,7,3,3,1,0.857142857142857,1,1,2,2,0,0,2,2,0,1
"47760",10,11,6,5,0.375,0.909090909090909,1,1,2,3,0,0,2,3,0,0.25
"47761",13,9,5,5,0.428571428571429,0.692307692307692,4,3,3,3,2,2,2,2,0.333333333333333,0.333333333333333
"47762",14,7,6,3,0.285714285714286,0.5,4,2,2,1,3,1,2,1,0.333333333333333,0.5
"47763",14,7,7,5,0.5,0.5,5,2,4,2,3,1,3,2,0.333333333333333,0.666666666666667
"47764",14,9,5,3,0.333333333333333,0.642857142857143,3,2,3,3,2,1,3,2,0.5,0.25
"47765",7,7,4,3,0.4,1,3,2,2,2,2,1,2,2,0,1
"47766",8,9,4,6,0.428571428571429,0.888888888888889,3,2,2,5,2,2,2,4,0.333333333333333,0.5
"47767",13,7,4,2,0.5,0.538461538461538,5,3,1,2,2,1,1,1,0.5,1
"47768",8,29,4,17,0.166666666666667,0.275862068965517,3,5,1,9,2,4,1,9,0.2,0.111111111111111
"47769",8,8,5,5,0.666666666666667,1,1,1,4,4,0,0,4,4,0,0.6
"47770",8,7,4,4,0.6,0.875,2,2,2,3,1,1,2,3,1,0.666666666666667
"47771",7,5,3,3,0.5,0.714285714285714,3,1,1,1,2,1,1,1,0.5,1
"47772",17,13,12,6,0,0.764705882352941,1,3,13,3,0,1,12,3,0,0
"47773",10,11,5,5,0.111111111111111,0.909090909090909,2,3,4,5,1,1,3,4,0,0.166666666666667
"47774",17,24,9,16,0.0416666666666667,0.708333333333333,6,3,5,9,3,3,5,9,0,0
"47775",5,3,3,2,0.666666666666667,0.6,1,1,2,2,1,1,2,1,1,0.5
"47776",5,6,4,4,0.333333333333333,0.833333333333333,1,4,3,1,1,3,2,1,0.333333333333333,0
"47777",19,9,8,4,0,0.473684210526316,2,1,5,4,0,0,5,4,0,0
"47778",8,8,4,5,0.5,1,1,1,4,6,0,0,3,5,0,0.333333333333333
"47779",15,6,6,2,0.142857142857143,0.4,3,1,2,1,2,1,2,1,0,0
"47780",7,7,3,3,0.5,1,2,2,2,2,1,1,1,1,1,1
"47781",6,10,2,2,0.333333333333333,0.6,2,2,1,1,1,1,1,1,0,1
"47782",10,10,4,5,0.125,1,3,2,2,4,1,1,1,3,0,0.333333333333333
"47783",7,6,4,3,0.4,0.857142857142857,1,1,4,3,0,0,3,3,0,0.5
"47784",9,11,3,4,0.75,0.818181818181818,1,1,2,4,0,0,2,3,0,0.666666666666667
"47785",7,7,3,4,0.166666666666667,1,2,2,3,2,1,1,2,2,1,0
"47786",11,10,5,5,0.666666666666667,0.909090909090909,2,2,5,4,1,1,4,4,1,0.6
"47787",12,12,6,6,0.5,1,2,2,2,3,1,1,2,3,1,0.25
"47788",6,4,4,2,0.5,0.666666666666667,1,1,3,1,1,0,2,1,0,0.5
"47789",12,7,6,5,0.375,0.583333333333333,3,1,4,3,1,0,4,3,0,0.4
"47790",13,7,6,4,0.428571428571429,0.538461538461538,2,2,3,2,1,1,3,2,1,0.666666666666667
"47791",4,9,2,4,0.2,0.444444444444444,1,1,1,5,0,0,1,4,0,0.25
"47792",10,9,4,3,0.166666666666667,0.9,2,4,3,1,1,2,2,1,0.5,0
"47793",17,37,9,21,0,0.459459459459459,2,5,6,12,1,3,5,12,0,0
"47794",8,10,5,6,0.571428571428571,0.8,3,2,2,3,3,2,2,3,0.25,0.666666666666667
"47795",15,15,8,8,0.777777777777778,1,3,3,4,3,2,2,4,3,1,0.75
"47796",27,25,10,7,0.133333333333333,0.925925925925926,10,5,1,3,8,2,1,3,0.111111111111111,0.333333333333333
"47797",5,6,2,3,0.25,0.833333333333333,1,1,2,1,0,0,1,1,0,0
"47798",9,10,4,5,0.5,0.9,1,1,4,5,0,0,3,4,0,0.4
"47799",9,16,5,8,0.181818181818182,0.5625,1,3,4,4,0,1,3,4,0,0.166666666666667
"47800",7,9,4,5,0.5,0.777777777777778,1,2,2,3,1,1,1,2,1,0.5
"47801",15,16,7,7,0.75,0.9375,4,3,4,5,3,2,3,4,0.666666666666667,0.4
"47802",7,6,3,3,0.5,0.857142857142857,1,1,3,3,0,0,2,2,0,0.333333333333333
"47803",28,25,13,11,0.2,0.892857142857143,4,3,8,6,3,2,7,6,0,0.181818181818182
"47804",9,9,3,3,0.2,1,4,4,1,1,2,2,1,1,0.333333333333333,0
"47805",9,11,4,6,0.428571428571429,0.818181818181818,3,2,1,1,2,2,1,1,1,0
"47806",10,8,4,3,0.4,0.8,2,3,3,2,1,2,2,1,0.5,0.5
"47807",17,15,7,8,0.153846153846154,0.882352941176471,5,3,4,4,3,2,2,4,0.25,0
"47808",7,9,3,3,1,0.777777777777778,1,1,3,3,0,0,2,2,0,1
"47809",12,8,5,4,0.8,0.666666666666667,3,2,3,1,1,1,2,1,1,0.5
"47810",8,8,4,4,0.333333333333333,1,1,1,3,3,0,0,3,3,0,0.5
"47811",12,5,9,3,0.2,0.416666666666667,3,1,5,3,2,0,5,3,0,0.333333333333333
"47812",5,7,2,4,0.5,0.714285714285714,1,1,2,1,1,1,1,1,1,1
"47813",22,29,12,17,0.208333333333333,0.758620689655172,5,6,4,7,4,4,4,7,0,0.375
"47814",10,8,5,2,0.166666666666667,0.8,1,2,4,1,0,1,4,1,0,0
"47815",13,8,7,6,0,0.615384615384615,3,2,4,5,2,1,4,4,0,0
"47816",6,14,5,7,0.0909090909090909,0.428571428571429,1,3,3,3,0,3,3,3,0,0.2
"47817",14,11,7,6,0.444444444444444,0.785714285714286,3,1,4,5,2,0,3,4,0,0.4
"47818",12,11,5,5,0.25,0.916666666666667,4,4,2,2,2,2,1,2,0,0.5
"47819",13,16,8,8,0.6,0.8125,3,4,4,4,3,3,4,4,0.2,1
"47820",11,10,5,4,0.5,0.909090909090909,3,4,2,2,1,0,2,2,0,1
"47821",9,9,4,4,0.6,1,1,1,5,5,0,0,4,4,0,0.6
"47822",6,6,4,4,0.333333333333333,1,3,2,1,1,2,2,1,1,1,0
"47823",6,6,3,3,0.5,1,3,1,1,1,1,0,1,1,0,0
"47824",9,11,7,6,0.444444444444444,0.818181818181818,2,2,5,5,1,1,4,4,0,1
"47825",8,12,4,8,0.333333333333333,0.666666666666667,2,2,3,3,1,2,2,3,0,0.666666666666667
"47826",17,26,10,15,0.25,0.653846153846154,4,7,6,8,2,3,6,8,0,0.555555555555556
"47827",13,9,5,4,0,0.692307692307692,2,1,5,5,0,0,4,4,0,0
"47828",11,10,5,5,0.428571428571429,0.909090909090909,1,1,4,4,0,0,4,3,0,0.4
"47829",9,8,5,5,0.428571428571429,0.888888888888889,3,1,3,3,1,0,3,3,0,0.5
"47830",7,15,5,5,0,0.466666666666667,1,5,3,2,0,1,3,2,0,0
"47831",12,11,6,4,0.25,0.916666666666667,2,2,3,3,1,1,3,3,0,0.2
"47832",7,9,3,4,0.166666666666667,0.777777777777778,1,1,2,4,1,1,2,3,0,0.25
"47833",12,16,5,6,0.375,0.75,3,3,3,4,1,1,2,3,0,0.25
"47834",12,10,7,6,0.857142857142857,0.833333333333333,1,1,6,4,0,0,5,4,0,0.8
"47835",10,15,4,7,0.375,0.666666666666667,4,6,1,1,3,5,1,1,0.6,0
"47836",12,12,6,6,0.714285714285714,1,4,4,3,3,2,2,3,3,1,0.5
"47837",9,9,4,4,0.6,1,3,3,2,2,1,1,2,2,1,0.333333333333333
"47838",8,14,4,6,0.666666666666667,0.571428571428571,1,1,2,3,0,0,2,3,0,0.666666666666667
"47839",7,11,4,6,0.666666666666667,0.636363636363636,2,1,4,5,1,0,3,5,0,0.6
"47840",12,6,3,4,0.166666666666667,0.5,3,1,2,2,1,1,1,1,0,0
"47841",8,9,5,6,0.1,0.888888888888889,2,2,3,3,1,1,3,3,0,0.2
"47842",5,6,3,3,0.5,0.833333333333333,1,1,4,4,0,0,3,3,0,0.5
"47843",9,5,5,2,0.4,0.555555555555556,2,1,3,2,1,0,2,1,0,0.5
"47844",20,25,8,10,0,0.8,5,4,5,4,4,3,4,4,0,0
"47845",7,8,3,5,0.142857142857143,0.875,2,3,1,1,2,2,1,1,0,1
"47846",9,10,5,5,0.111111111111111,0.9,1,1,3,3,0,1,2,3,0,0.25
"47847",20,16,15,10,0.25,0.8,4,3,6,5,4,3,5,4,0.166666666666667,0.285714285714286
"47848",11,25,5,10,0.153846153846154,0.44,2,5,2,4,0,4,2,4,0,0.2
"47849",10,10,5,5,0.666666666666667,1,3,3,3,3,2,2,3,3,1,0.5
"47850",6,13,5,4,0.8,0.461538461538462,1,2,3,5,1,0,2,4,0,0.5
"47851",13,10,6,5,0.571428571428571,0.769230769230769,2,2,1,1,0,0,1,1,0,1
